,price,model,model,year,title_status,mileage,color,vin,state
1886,24549,ford,doors,2016,clean vehicle,44941,shadow black,  1fatp8ffxg5291869,new york
1887,8900,ford,door,2014,clean vehicle,53102,silver,  1fmcu0gx4eub39564,florida
1888,15800,ford,escape,2019,clean vehicle,26637,black,  1fmcu0gd4kub08736,florida
1889,18500,ford,doors,2016,clean vehicle,45814,black,  1fa6p8thxg5208671,new york
1890,32000,ford,f-150,2019,clean vehicle,17310,red,  1ftfw1e55kkd19095,minnesota
1891,28300,ford,explorer,2019,clean vehicle,24116,gray,  1fm5k7f82kgb41597,florida
1892,10500,ford,d,2019,salvage insurance,14128,blue,  maj3s2ge4kc278721,florida
1893,24970,ford,doors,2016,clean vehicle,49882,green,  1fa6p8cf8g5225189,new york
1894,13800,ford,fusion,2019,clean vehicle,38964,blue,  3fa6p0luxkr109398,minnesota
1895,2580,ford,door,2012,clean vehicle,102705,white,  3fahp0ga5cr113207,florida
1896,59975,ford,f-150,2019,clean vehicle,71,white,  1ftfw1rg5kfa62833,florida
1897,2500,ford,door,2012,salvage insurance,98620,white,  1fahp3j23cl241544,indiana
1898,28990,ford,doors,2016,clean vehicle,15825,triple yellow tri-coat,  1fatp8ff0g5296868,massachusetts
1899,50000,ford,max,2019,clean vehicle,29499,blue,  1fmjk2at1kea40396,minnesota
1900,33800,ford,door,2014,clean vehicle,100255,white,  1ft7w2bt0eea41481,kentucky
1901,59975,ford,f-150,2019,clean vehicle,174,black,  1ftfw1rg6kfc08396,florida
1902,2500,ford,door,2013,salvage insurance,167552,gray,  1fmcu9gx5dub47157,minnesota
1903,46999,ford,doors,2016,clean vehicle,16956,magnetic metallic,  1fa6p8jz6g5525309,new jersey
1904,16700,ford,fusion,2019,clean vehicle,36896,black,  3fa6p0ru2kr118068,minnesota
1905,34700,ford,door,2013,clean vehicle,77281,white,  1ft7w2btxdea14898,kentucky
1906,28900,ford,f-150,2019,clean vehicle,24795,black,  1ftew1e59kfc47399,florida
1907,30800,ford,doors,2016,clean vehicle,16771,ruby red metallic tinted clearcoat,  1fa6p8cf0g5204627,new jersey
1908,27100,ford,f-150,2019,clean vehicle,28692,silver,  1ftew1e54kkc88465,minnesota
1909,13388,ford,door,2012,clean vehicle,113821,black,  1ftfw1cf3cfc75961,louisiana
1910,26000,ford,f-150,2019,clean vehicle,19793,blue,  1ftew1eb6kfb83943,florida
1911,17900,ford,doors,2016,clean vehicle,27940,shadow black,  1fa6p8am3g5250504,massachusetts
1912,23400,ford,flex,2019,clean vehicle,24987,black,  2fmhk6d8xkba20365,minnesota
1913,29800,ford,mustang,2016,clean vehicle,18367,blue,  1fa6p8cf3g5242238,illinois
1914,23700,ford,flex,2019,clean vehicle,14109,gray,  2fmhk6d88kba29775,florida
1915,1725,ford,door,2012,salvage insurance,158781,black,  1fmcu9eg7ckb88497,illinois
1916,33995,ford,doors,2016,clean vehicle,27369,black,  1fa6p8cf5g5235498,new jersey
1917,23500,ford,flex,2019,clean vehicle,30208,white,  2fmhk6d86kba05247,minnesota
1918,32500,ford,explorer,2019,clean vehicle,24024,black,  1fm5k8gt5kgb41683,florida
1919,2500,ford,door,2016,salvage insurance,64999,blue,  3fadp4bjxgm137986,mississippi
1920,39000,ford,f-150,2019,clean vehicle,8404,black,  1ftfw1e54kfc34435,minnesota
1921,11000,ford,focus,2018,clean vehicle,8884,gray,  1fadp3e23jl254221,massachusetts
1922,32500,ford,explorer,2019,clean vehicle,24126,black,  1fm5k8gt2kgb41298,florida
1923,800,ford,door,2012,salvage insurance,129659,black,  3fadp4bj5cm221076,mississippi
1924,26900,ford,f-150,2019,clean vehicle,31713,black,  1ftew1e59kkc89708,minnesota
1925,11200,ford,edge,2016,clean vehicle,109996,gray,  2fmpk4j97gbb67005,new york
1926,21000,ford,doors,2018,clean vehicle,6821,red,  1fa6p8thxj5164792,new york
1927,32000,ford,f-150,2019,clean vehicle,17867,red,  1ftfw1e5xkfb51429,minnesota
1928,7300,ford,door,2016,clean vehicle,110253,black,  3fa6p0g72gr397705,connecticut
1929,12800,ford,escape,2018,clean vehicle,39364,black,  1fmcu0gd3jub60681,missouri
1930,24190,ford,doors,2018,clean vehicle,4018,blue,  1fatp8uh7j5182314,massachusetts
1931,29100,ford,f-150,2019,clean vehicle,21054,red,  1ftew1e49kfc10392,minnesota
1932,29000,ford,door,2017,clean vehicle,48309,red,  1ft7w2b60hee77178,massachusetts
1933,17300,ford,door,2016,clean vehicle,68666,black,  1fm5k8d82ggc60329,new york
1934,19888,ford,doors,2018,clean vehicle,34071,ingot silver metallic,  1fatp8uh2j5132890,new jersey
1935,31000,ford,f-150,2019,clean vehicle,13600,white,  1ftfw1e50kfb96721,minnesota
1936,37200,ford,door,2017,clean vehicle,44956,black,  1ft7w2bt4hee52015,massachusetts
1937,8600,ford,door,2016,clean vehicle,72607,silver,  1fmcu0f77gub25484,new jersey
1938,24857,ford,doors,2018,clean vehicle,33815,shadow black,  1fatp8uh3j5157023,massachusetts
1939,23500,ford,flex,2019,clean vehicle,31491,gray,  2fmhk6d85kba09063,minnesota
1940,26100,ford,f-150,2018,clean vehicle,32149,white,  1ftew1cb3jfc81295,mississippi
1941,10800,ford,hybrid,2016,clean vehicle,26654,blue,  1fadp5au1gl114180,new york
1942,20995,ford,doors,2018,clean vehicle,36637,white,  1fa6p8th1j5167452,new york
1943,29300,ford,f-150,2019,clean vehicle,17000,white,  1ftew1e4xkfc10403,minnesota
1944,33100,ford,f-150,2018,clean vehicle,15960,gray,  1ftew1ep2jfb83786,mississippi
1945,13800,ford,door,2016,clean vehicle,40774,gray,  1fahp2e84gg136518,new jersey
1946,19498,ford,doors,2018,clean vehicle,40338,black,  1fatp8uh1j5115336,new york
1947,14900,ford,fusion,2019,clean vehicle,40505,gray,  3fa6p0cd0kr117056,minnesota
1948,8700,ford,door,2016,clean vehicle,30735,black,  1fadp3k28gl330142,massachusetts
1949,20600,ford,mustang,2019,clean vehicle,33965,gray,  1fatp8uhxk5148658,florida
1950,5000,ford,door,2018,salvage insurance,7339,white,  1ftex1c53jkd88586,oklahoma
1951,19995,ford,doors,2018,clean vehicle,42470,white,  1fa6p8th8j5115591,new york
1952,14900,ford,fusion,2019,clean vehicle,40670,silver,  3fa6p0cd1kr110357,minnesota
1953,19500,ford,door,2016,clean vehicle,41233,black,  1ftbf2b61ged08196,massachusetts
1954,24500,ford,wagon,2019,clean vehicle,13162,white,  1fbzx2zm7kka48532,florida
1955,15000,ford,fusion,2018,clean vehicle,38744,white,  3fa6p0d97jr219835,california
1956,26985,ford,doors,2018,clean vehicle,14023,black,  1fa6p8cf4j5145797,new york
1957,31000,ford,f-150,2019,clean vehicle,9741,white,  1ftfw1e52kfb85249,minnesota
1958,24300,ford,explorer,2017,clean vehicle,31017,silver,  1fm5k7d82hgb82470,mississippi
1959,16800,ford,fusion,2019,clean vehicle,37786,gray,  3fa6p0d97kr118571,florida
1960,17200,ford,mustang,2018,clean vehicle,32415,white,  1fatp8uh2j5132629,california
1961,34995,ford,doors,2018,clean vehicle,10421,ruby red,  1fa6p8cf2j5161626,new york
1962,24300,ford,wagon,2019,clean vehicle,29305,white,  1fbzx2zm0kka75345,minnesota
1963,26400,ford,explorer,2017,clean vehicle,51309,white,  1fm5k7fh2hgb04056,mississippi
1964,16800,ford,fusion,2019,clean vehicle,38001,black,  3fa6p0d98kr138974,florida
1965,15500,ford,escape,2018,clean vehicle,18849,black,  1fmcu9hd7jua30891,california
1966,19440,ford,doors,2018,clean vehicle,43269,silver,  1fatp8uh0j5124044,new york
1967,16700,ford,fusion,2019,clean vehicle,36989,silver,  3fa6p0ru2kr117017,minnesota
1968,29000,ford,door,2017,clean vehicle,29320,blue,  1ftew1ep9hkc82719,alabama
1969,16100,ford,hybrid,2019,clean vehicle,34244,white,  3fa6p0ru4kr181558,florida
1970,17200,ford,mustang,2018,clean vehicle,32938,white,  1fatp8uh9j5132644,california
1971,20950,ford,doors,2018,clean vehicle,40793,black,  1fatp8uh6j5142578,new hampshire
1972,46200,ford,door,2017,clean vehicle,94741,no_color,  1ft8w3dt1hee12434,alabama
1973,29400,ford,mustang,2019,clean vehicle,25011,white,  1fatp8ff0k5161477,florida
1974,2825,ford,door,2014,salvage insurance,363810,white,  1fmjk1g53eef23881,montana
1975,32999,ford,doors,2018,clean vehicle,6881,shadow black,  1fa6p8cf3j5172103,new jersey
1976,6600,ford,door,2014,clean vehicle,80423,orange,  3fa6p0hd9er326468,new jersey
1977,50200,ford,door,2017,clean vehicle,92405,white,  1ft7w2bt7hef07573,alabama
1978,28300,ford,ranger,2019,clean vehicle,15436,white,  1fter4fh5kla45887,florida
1979,12000,ford,door,2017,salvage insurance,104665,white,  1ftfx1ef8hkd03259,california
1980,32999,ford,doors,2018,clean vehicle,16194,royal crimson metallic tinted clearcoat,  1fa6p8cf0j5118581,new jersey
1981,12600,ford,door,2014,clean vehicle,48188,black,  1fm5k8d84egc31539,new jersey
1982,5200,ford,focus,2017,clean vehicle,65164,red,  1fadp3j22hl268403,alabama
1983,20500,ford,mustang,2019,clean vehicle,35930,black,  1fatp8uh8k5109583,florida
1984,1200,ford,door,2012,salvage insurance,167376,red,  1fahp3f23cl414648,virginia
1985,35999,ford,doors,2018,clean vehicle,13674,kona blue metallic,  1fa6p8cf1j5126821,new jersey
1986,41000,ford,srw,2019,clean vehicle,9235,silver,  1ft7w2bt7kee46393,minnesota
1987,33100,ford,door,2017,clean vehicle,103002,red,  1ftew1ef2hfb30250,mississippi
1988,23500,ford,ranger,2019,clean vehicle,12836,blue,  1fter4eh3kla09133,florida
1989,18799,ford,doors,2015,clean vehicle,137728,red,  1fatp8ff5f5323738,connecticut
1990,33999,ford,doors,2018,clean vehicle,6921,magnetic metallic,  1fa6p8cf9j5110592,new jersey
1991,35000,ford,srw,2019,clean vehicle,14359,white,  1ft7w2b68ked77546,minnesota
1992,26100,ford,wagon,2017,clean vehicle,58118,white,  1fbzx2zm3hka72688,mississippi
1993,15400,ford,fusion,2019,clean vehicle,31124,white,  3fa6p0cd8kr138334,florida
1994,25998,ford,doors,2015,clean vehicle,25734,color:,  1fa6p8cf9f5365377,new york
1995,31831,ford,doors,2018,clean vehicle,14059,black,  1fa6p8cf9j5125433,new jersey
1996,40400,ford,srw,2019,clean vehicle,13472,black,  1ft7w2bt7kef15907,minnesota
1997,15400,ford,door,2013,clean vehicle,123983,silver,  1ftfw1ef7dfd73034,connecticut
1998,13500,ford,hybrid,2019,clean vehicle,35023,gray,  3fa6p0lu6kr119958,florida
1999,25995,ford,doors,2015,clean vehicle,39509,white,  1fa6p8cf3f5404612,new hampshire
2000,27990,ford,doors,2018,clean vehicle,4512,ingot silver metallic,  1fa6p8cf0j5159227,new york
2001,23985,ford,doors,2015,clean vehicle,51884,white,  1fa6p8cf0f5308078,new jersey
2002,27995,ford,doors,2018,clean vehicle,4181,gray,  1fa6p8cf9j5120362,pennsylvania
2003,13995,ford,doors,2015,clean vehicle,56703,oxford white,  1fa6p8th8f5341198,new york
2004,29988,ford,doors,2018,clean vehicle,4712,ingot silver metallic,  1fa6p8cf5j5125462,pennsylvania
2005,12995,ford,doors,2015,clean vehicle,102800,blue,  1fa6p8am4f5334930,new jersey
2006,21687,ford,doors,2018,clean vehicle,7109,lightning blue,  1fa6p8th8j5120337,pennsylvania
2007,25200,ford,door,2016,clean vehicle,100943,white,  1ftew1cf9gfa55757,alabama
2008,29590,ford,doors,2015,clean vehicle,3915,green,  1fa6p8cf7f5325900,new york
2009,28999,ford,doors,2018,clean vehicle,15550,ingot silver,  1fa6p8cf1j5175131,pennsylvania
2010,13942,ford,doors,2015,clean vehicle,62542,magnetic metallic,  1fatp8em4f5415097,new jersey
2011,15300,ford,taurus,2018,clean vehicle,38370,silver,  1fahp2f84jg117375,utah
2012,35400,ford,ranger,2020,clean vehicle,671,blue,  1fter4fh1lla02732,ohio
2013,32700,ford,door,2016,clean vehicle,61477,silver,  1ft7w2bt2ged14343,alabama
2014,13995,ford,doors,2015,clean vehicle,73891,silver,  1fa6p8th7f5344481,new york
2015,1850,ford,door,2014,salvage insurance,168805,black,  3fa6p0h78er183765,michigan
2016,15800,ford,door,2012,clean vehicle,82564,gold,  1ftfw1ct4ckd77105,florida
2017,36000,ford,door,2016,clean vehicle,85649,black,  1ft7w2b61geb39979,mississippi
2018,15495,ford,doors,2015,clean vehicle,48374,white,  1fa6p8th5f5420201,new york
2019,21500,ford,door,2012,clean vehicle,11990,red,  1zvbp8ff3c5288048,florida
2020,7200,ford,door,2016,clean vehicle,64111,black,  1fadp3k28gl311932,alabama
2021,17589,ford,doors,2015,clean vehicle,28771,red,  1fatp8uh0f5331279,new jersey
2022,31700,ford,door,2015,clean vehicle,126708,white,  1ft7w2bt8fec08946,alabama
2023,31790,ford,doors,2015,clean vehicle,27165,orange,  1fa6p8cf6f5325225,new york
2024,18100,ford,van,2015,clean vehicle,106546,white,  1fbzx2ym4fka72472,mississippi
2025,14495,ford,doors,2015,clean vehicle,54778,white,  1fa6p8am3f5306570,new jersey
2026,15000,ford,fusion,2020,clean vehicle,11729,white,  3fa6p0d92lr117801,illinois
2027,26400,ford,door,2015,clean vehicle,85197,black,  1ftew1ef2fke07659,mississippi
2028,27990,ford,doors,2015,clean vehicle,19130,red,  1fa6p8cf2f5362711,massachusetts
2029,19700,ford,expedition,2015,clean vehicle,72369,white,  1fmju1ht4fef41606,mississippi
2030,15300,ford,doors,2015,clean vehicle,59646,silver,  1fa6p8am2f5403582,massachusetts
2031,22000,ford,door,2014,clean vehicle,68418,black,  1ftfw1ct6eke95627,mississippi
2032,23999,ford,doors,2015,clean vehicle,8400,black,  1fa6p8th8f5307097,new jersey
2033,16488,ford,doors,2015,clean vehicle,45084,gray,  1fa6p8th8f5346675,new york
2034,12784,ford,doors,2015,clean vehicle,67037,gray,  1fa6p8am0f5365382,new jersey
2035,23400,ford,doors,2015,clean vehicle,64135,black,  1fa6p8cf0f5312423,new jersey
2036,9705,ford,door,2017,clean vehicle,72377,black,  3fa6p0h76hr319394,arkansas
2037,25999,ford,doors,2015,clean vehicle,39367,oxford white,  1fa6p8cf7f5357357,new jersey
2038,34977,ford,doors,2015,clean vehicle,46540,black,  1fa6p8cf2f5306378,pennsylvania
2039,19000,ford,doors,2015,clean vehicle,40677,ingot silver metallic,  1fatp8uh8f5397899,new jersey
2040,15995,ford,doors,2015,clean vehicle,69438,black,  1fa6p8th0f5382067,new york
2041,13487,ford,doors,2015,clean vehicle,96246,gray,  2fmtk4j95fbb24313,new york
2042,18707,ford,doors,2015,clean vehicle,69719,white,  2fmtk4k80fbb56382,connecticut
2043,15290,ford,doors,2015,clean vehicle,75933,white platinum tri-coat metallic,  2fmtk4j86fbb17376,new york
2044,15600,ford,doors,2015,clean vehicle,54325,black,  2fmtk3j86fbb54504,new york
2045,47000,ford,expedition,2019,clean vehicle,24902,black,  1fmju2at1kea37413,illinois
2046,16080,ford,doors,2015,clean vehicle,31793,blue,  2fmtk3j92fbc41664,connecticut
2047,50000,ford,max,2019,clean vehicle,16505,white,  1fmjk2at2kea45381,illinois
2048,15268,ford,doors,2015,clean vehicle,74361,black,  2fmtk4j81fbc21743,new york
2049,47500,ford,max,2019,clean vehicle,27868,black,  1fmjk2at0kea39191,illinois
2050,18497,ford,doors,2015,clean vehicle,34011,black,  2fmtk4j86fbc21494,massachusetts
2051,10000,ford,escape,2019,clean vehicle,19993,silver,  1fmcu9gd3kub30490,illinois
2052,19995,ford,suv,2015,clean vehicle,48115,red,  2fmtk4k88fbb49003,pennsylvania
2053,49000,ford,max,2019,clean vehicle,22543,white,  1fmjk2at9kea46589,illinois
2054,17150,ford,doors,2015,clean vehicle,67091,black,  2fmtk3ap9fbc28957,new jersey
2055,45000,ford,expedition,2019,clean vehicle,28790,black,  1fmju2at8kea33665,illinois
2056,14295,ford,doors,2015,clean vehicle,59391,guard,  2fmtk4j87fbb34901,new jersey
2057,49000,ford,max,2019,clean vehicle,18449,black,  1fmjk2at3kea46572,illinois
2058,16190,ford,doors,2015,clean vehicle,71824,magnetic metallic,  2fmtk4j96fbb10890,new york
2059,49000,ford,expedition,2019,clean vehicle,19304,black,  1fmju2at9kea25414,illinois
2060,17899,ford,doors,2015,clean vehicle,39159,magnetic metallic,  2fmtk4j82fbc36462,new york
2061,26000,ford,flex,2019,clean vehicle,18708,black,  2fmhk6dt1kba15866,illinois
2062,14000,ford,doors,2015,clean vehicle,79430,magnetic metallic,  2fmtk4j88fbb19078,new jersey
2063,15500,ford,flex,2019,clean vehicle,12393,gray,  2fmhk6d84kba36268,illinois
2064,16888,ford,doors,2015,clean vehicle,56329,black,  2fmtk4j94fbc08560,new york
2065,28000,ford,f-150,2019,clean vehicle,12155,silver,  1ftfw1e56kfc13232,illinois
2066,8305,ford,door,2014,clean vehicle,63291,blue,  1fa6p0hd0e5355683,arkansas
2067,21822,ford,doors,2015,clean vehicle,36041,white platinum tri-coat metallic,  2fmtk4ap1fbc36380,new jersey
2068,15500,ford,mustang,2019,clean vehicle,25810,red,  1fatp8uhxk5148949,illinois
2069,12500,ford,door,2015,clean vehicle,130388,blue,  1ftew1cf5fkd41840,arkansas
2070,15995,ford,doors,2015,clean vehicle,23878,blue,  2fmtk4g88fbb75562,new york
2071,16000,ford,transit,2019,clean vehicle,15460,white,  1ftyr2zm1kkb65539,illinois
2072,38200,ford,max,2018,clean vehicle,46710,white,  1fmjk1kt9jea41402,north carolina
2073,12995,ford,doors,2015,clean vehicle,65342,black,  2fmtk4g8xfbb98373,new york
2074,14488,ford,doors,2015,clean vehicle,64061,tuxedo black metallic,  2fmtk4j93fbb69606,massachusetts
2075,17500,ford,door,2016,clean vehicle,93164,white,  1fm5k7f81gga06232,florida
2076,21995,ford,doors,2015,clean vehicle,35629,blue,  2fmtk4ap6fbc01186,massachusetts
2077,8500,ford,connect,2015,clean vehicle,118483,white,  nm0ls6e75f1193116,florida
2078,16593,ford,doors,2015,clean vehicle,71573,tuxedo black metallic,  2fmtk4k86fbb36847,massachusetts
2079,13000,ford,door,2017,clean vehicle,33660,black,  1fmcu0gd0hue05897,illinois
2080,14247,ford,doors,2015,clean vehicle,61168,blue,  2fmtk3j95fbc21893,pennsylvania
2081,23500,ford,door,2017,clean vehicle,42241,gray,  1ftfw1ef3hfc08748,illinois
2082,16999,ford,doors,2015,clean vehicle,21004,oxford white,  2fmtk4g88fbb94547,pennsylvania
2083,25000,ford,door,2017,clean vehicle,45003,red,  1ftfw1ef2hfb56304,illinois
2084,20159,ford,doors,2015,clean vehicle,45278,oxford white,  2fmtk4j98fbc15642,new jersey
2085,31000,ford,door,2017,clean vehicle,1,black,  1ftfw1ef0hfa02688,illinois
2086,22500,ford,edge,2018,clean vehicle,24747,gray,  2fmpk4k82jbb61657,colorado
2087,29500,ford,door,2017,clean vehicle,48707,black,  1ftfw1ef5hfb57303,illinois
2088,59900,ford,max,2020,clean vehicle,2162,no_color,  1fmjk2at4lea11492,ohio
2089,24000,ford,f-150,2017,clean vehicle,50874,black,  1ftfw1eg9hfc63181,illinois
2090,20500,ford,f-150,2017,clean vehicle,70727,black,  1ftfw1ef8hfa28276,illinois
2091,27200,ford,explorer,2019,clean vehicle,29382,gray,  1fm5k8f85kgb47660,north carolina
2092,24900,ford,f-150,2018,clean vehicle,33194,white,  1ftew1cg6jfd15757,virginia
2093,24500,ford,door,2017,clean vehicle,52084,white,  1ftfw1ef6hfa36117,illinois
2094,34000,ford,expedition,2018,clean vehicle,51122,black,  1fmju1kt7jea10840,virginia
2095,28000,ford,door,2017,clean vehicle,40286,white,  1ftew1eg4hfc14661,illinois
2096,27000,ford,f-150,2017,clean vehicle,55420,black,  1ftfw1eg4hfa61042,illinois
2097,34000,ford,wagon,2018,clean vehicle,10282,black,  1fbvu4xg0jka34387,virginia
2098,42500,ford,door,2017,clean vehicle,85278,white,  1ft7w2bt6hed37724,illinois
2099,33000,ford,explorer,2018,clean vehicle,7258,black,  1fm5k8gt5jga17377,pennsylvania
2100,10200,ford,escape,2018,clean vehicle,93350,black,  1fmcu9gd2jua74282,pennsylvania
2101,25600,ford,explorer,2019,clean vehicle,37166,gray,  1fm5k7f85kgb16175,north carolina
2102,16300,ford,f-150,2018,clean vehicle,69480,white,  1ftex1cb2jkd88410,texas
2103,26500,ford,door,2016,clean vehicle,34679,white,  1ftfw1eg1gfa91324,illinois
2104,36500,ford,f-150,2018,clean vehicle,24151,red,  1ftew1eg1jfb92141,pennsylvania
2105,25900,ford,explorer,2019,clean vehicle,32796,white,  1fm5k7f8xkga63974,north carolina
2106,22500,ford,door,2016,clean vehicle,67979,black,  1ftfw1ef7gfd42886,illinois
2107,29000,ford,f-150,2018,clean vehicle,18690,white,  1ftfw1e53jfa49565,pennsylvania
2108,825,ford,door,2012,salvage insurance,78072,white,  1fahp3f27cl372579,pennsylvania
2109,10500,ford,door,2016,clean vehicle,54251,red,  1fmcu9g99guc59224,illinois
2110,32000,ford,f-150,2018,clean vehicle,32262,white,  1ftfw1eg6jfc96497,pennsylvania
2111,27700,ford,f-650,2015,clean vehicle,92358,white,  3frnf6fb7fv723704,texas
2112,4000,ford,door,2015,clean vehicle,90740,red,  3fa6p0hd9fr112940,illinois
2113,38800,ford,f-150,2018,clean vehicle,35225,black,  1ftfw1eg6jfa49562,pennsylvania
2114,26200,ford,f-650,2015,clean vehicle,129063,white,  3frnf6fb5fv723703,texas
2115,19500,ford,wagon,2018,clean vehicle,49985,white,  1fbzx2zm8jka97477,wisconsin
2116,11700,ford,escape,2015,clean vehicle,52340,black,  1fmcu0jx4fua38177,illinois
2117,34000,ford,f-150,2018,clean vehicle,21406,black,  1ftew1ep8jfe30258,pennsylvania
2118,38600,ford,srw,2019,clean vehicle,16619,white,  1ft7w2bt0kee34621,florida
2119,21500,ford,door,2015,clean vehicle,41293,black,  1ftfw1ef5ffa07480,illinois
2120,38500,ford,f-150,2018,clean vehicle,37053,black,  1ftew1e50jfa49583,pennsylvania
2121,38500,ford,f-150,2018,clean vehicle,34532,black,  1ftfw1eg8jfc18450,pennsylvania
2122,12000,ford,taurus,2017,clean vehicle,13328,blue,  1fahp2e88hg132084,missouri
2123,30500,ford,f-150,2018,clean vehicle,56836,off-white,  1ftfw1eg3jfa50880,pennsylvania
2124,11300,ford,door,2016,clean vehicle,48080,orange,  1fmcu9gx7gub92704,missouri
2125,29500,ford,f-150,2018,clean vehicle,12271,gray,  1ftfw1eg4jfe78490,pennsylvania
2126,16100,ford,expedition,2014,clean vehicle,97318,white,  1fmju2a50eef65739,missouri
2127,32500,ford,f-150,2018,clean vehicle,12717,red,  1ftfw1eg1jfc34506,pennsylvania
2128,29000,ford,mustang,2019,clean vehicle,12764,black,  1fa6p8cf3k5102120,texas
2129,30000,ford,f-150,2018,clean vehicle,19951,red,  1ftfw1eg8jfa10617,pennsylvania
2130,26000,ford,explorer,2019,clean vehicle,32458,white,  1fm5k7f83kga17399,north carolina
2131,26000,ford,f-150,2018,clean vehicle,21616,gray,  1ftfw1e55jfa37529,pennsylvania
2132,18500,ford,escape,2019,clean vehicle,17755,blue,  1fmcu9j9xkuc36052,north carolina
2133,12000,ford,door,2017,clean vehicle,73846,gray,  1ftex1cp8hkd08288,texas
2134,30000,ford,f-150,2018,clean vehicle,15771,blue,  1ftew1ep8jfd90148,pennsylvania
2135,14700,ford,escape,2019,clean vehicle,29168,silver,  1fmcu0g96kub33780,north carolina
2136,25000,ford,door,2017,clean vehicle,159182,red,  1ft8w3dt0hef24562,texas
2137,26550,ford,f-150,2018,clean vehicle,15296,white,  1ftfw1e53jkc06275,pennsylvania
2138,27000,ford,explorer,2019,clean vehicle,30476,white,  1fm5k8f83kgb26838,north carolina
2139,34000,ford,door,2016,clean vehicle,131754,white,  1ft8w3dt7gec81766,texas
2140,27500,ford,f-150,2018,clean vehicle,26095,gray,  1ftew1ep8jfd35859,pennsylvania
2141,25500,ford,f-150,2018,clean vehicle,22107,gray,  1ftew1ep8jfc58328,pennsylvania
2142,13500,ford,ecosport,2019,clean vehicle,31207,brown,  maj6s3kl4kc273222,north carolina
2143,4000,ford,door,2015,clean vehicle,112810,gray,  1fmcu0gx0fua05555,texas
2144,25700,ford,f-150,2018,clean vehicle,19058,white,  1ftfw1e51jfe26457,pennsylvania
2145,29000,ford,door,2015,clean vehicle,109137,white,  1ft7w2btxfea09767,texas
2146,30500,ford,f-150,2018,clean vehicle,24058,black,  1ftfw1e53jfa36542,pennsylvania
2147,30000,ford,f-150,2018,clean vehicle,6967,black,  1ftew1ep0jfd90421,pennsylvania
2148,9000,ford,door,2014,clean vehicle,118340,gray,  1ftew1cm7efa19352,texas
2149,19000,ford,f-150,2018,clean vehicle,36145,white,  1ftex1cb4jfa24241,pennsylvania
2150,25800,ford,explorer,2019,clean vehicle,33942,silver,  1fm5k7f89kga64209,north carolina
2151,26500,ford,f-150,2018,clean vehicle,38868,gray,  1ftew1ep2jkc89288,pennsylvania
2152,29300,ford,explorer,2019,clean vehicle,36190,red,  1fm5k8gt9kgb48958,north carolina
2153,6300,ford,fiesta,2018,clean vehicle,37177,black,  3fadp4bj5jm122531,pennsylvania
2154,25400,ford,explorer,2019,clean vehicle,39267,white,  1fm5k7f85kga32678,north carolina
2155,26000,ford,f-150,2018,clean vehicle,33350,gray,  1ftfw1e58jfa37766,pennsylvania
2156,7000,ford,focus,2017,clean vehicle,57889,black,  1fadp3f25hl234464,north carolina
2157,25900,ford,f-150,2018,clean vehicle,34081,red,  1ftfw1e50jkc66708,pennsylvania
2158,9700,ford,fiesta,2019,clean vehicle,26821,gray,  3fadp4ej3km124114,north carolina
2159,27000,ford,f-150,2018,clean vehicle,40577,black,  1ftew1ep9jfa21976,pennsylvania
2160,9100,ford,fiesta,2019,clean vehicle,52355,black,  3fadp4bjxkm138371,north carolina
2161,28000,ford,f-150,2018,clean vehicle,30620,red,  1ftfw1eg8jfb90617,pennsylvania
2162,25700,ford,flex,2019,clean vehicle,22019,black,  2fmhk6dt8kba14603,north carolina
2163,27500,ford,f-150,2018,clean vehicle,36742,black,  1ftew1ep1jfa02757,pennsylvania
2164,9400,ford,fiesta,2019,clean vehicle,32473,white,  3fadp4ej8km130958,north carolina
2165,25500,ford,f-150,2018,clean vehicle,43406,blue,  1ftew1ep1jkd75109,pennsylvania
2166,20500,ford,flex,2019,clean vehicle,34696,white,  2fmhk6c8xkba14373,north carolina
2167,21500,ford,f-150,2018,clean vehicle,43519,gray,  1ftfw1e55jfc57253,pennsylvania
2168,12800,ford,hybrid,2019,clean vehicle,37716,gray,  3fa6p0lu4kr188583,north carolina
2169,23900,ford,f-150,2018,clean vehicle,41627,white,  1ftfw1e54jfa50563,pennsylvania
2170,9400,ford,fiesta,2019,clean vehicle,29986,gray,  3fadp4ej4km131038,north carolina
2171,26900,ford,f-150,2018,clean vehicle,41496,silver,  1ftew1egxjfa11599,pennsylvania
2172,25500,ford,flex,2019,clean vehicle,20613,gray,  2fmhk6dt9kba22922,north carolina
2173,27000,ford,f-150,2018,clean vehicle,33475,blue,  1ftew1ep9jfc17402,pennsylvania
2174,9300,ford,fiesta,2019,clean vehicle,32305,silver,  3fadp4bj1km123807,north carolina
2175,14400,ford,fusion,2018,clean vehicle,38148,black,  3fa6p0ru4jr247959,pennsylvania
2176,19000,ford,flex,2019,clean vehicle,39976,red,  2fmgk5d8xkba08187,north carolina
2177,14000,ford,fusion,2018,clean vehicle,50513,white,  3fa6p0d99jr206522,pennsylvania
2178,13600,ford,fusion,2019,clean vehicle,31408,gray,  3fa6p0luxkr225023,north carolina
2179,19200,ford,transit,2018,clean vehicle,41351,white,  1ftyr2cm0jka24226,pennsylvania
