index,year_made,fuel_type,seats,mileage,ownership,transmission,fuel_economy,engine(cc),horsepower,torque(Nm),price,Make,Model
898,15,Petrol,5,30160,2,Manual,1197,8580,8580,114,4333.5,Maruti,Ritz
899,15,Petrol,5,40389,1,Manual,16.8,1497,1497,1163,8437.5,Honda,City
900,14,Petrol,5,54007,2,Manual,18.9,1197,1197,82,4968,Hyundai,Grand
901,16,Petrol,5,6835,1,Automatic,18.8,3456,3456,259,89100,Lexus,RX
902,19,Petrol,5,67519,1,Automatic,17,1198,1198,1085,9612,Tata,Nexon
903,20,Petrol,5,80778,1,Automatic,15.6,1497,1497,1163,6075,Honda,City
904,19,Petrol,4,18019,1,Automatic,10.63,2979,2979,410,95850,BMW,M2
905,18,Petrol,5,39337,1,Manual,18.9,1197,1197,8186,7344.000000000001,Hyundai,Grand
906,18,Diesel,5,52195,1,Automatic,16.38,1995,1995,18246,21465,Hyundai,Tucson
907,16,Petrol,5,63334,1,Manual,21.4,1197,1197,831,6939,Maruti,Baleno
908,17,Petrol,4,19821,2,Automatic,16.47,1998,1998,231,41850,Mini,3
909,15,Petrol,5,47224,1,Automatic,12,1991,1991,18103,32264.999999999996,Mercedes-Benz,E-Class
910,19,Petrol,5,25336,2,Automatic,20.04,1462,1462,10325,10989,Maruti,Ciaz
911,20,Diesel,5,11399,1,Automatic,13.5,2925,2925,28161,130950,Mercedes-Benz,S-Class
912,21,Diesel,7,28583,1,Automatic,2925,3.26E+12,3.26E+12,700,1431,Mercedes-Benz,GLS
913,19,Diesel,5,37102,1,Manual,25.1,1248,1248,885,10530,Maruti,SX4
914,20,Petrol,5,24854,1,Automatic,17.4,1497,1497,1176,14782.499999999998,Honda,City
915,15,Diesel,5,47224,1,Automatic,2987,1652243800,1652243800,510,26986.499999999996,Mercedes-Benz,M-Class
916,20,Diesel,5,15534,2,Automatic,11.2,2400,2400,215,70200,Volvo,XC60
917,15,Petrol,5,30160,2,Manual,1197,8580,8580,114,4333.5,Maruti,Ritz
918,15,Petrol,5,40389,1,Manual,16.8,1497,1497,1163,8437.5,Honda,City
919,14,Petrol,5,54007,2,Manual,18.9,1197,1197,82,4968,Hyundai,Grand
920,16,Petrol,5,6835,1,Automatic,18.8,3456,3456,259,89100,Lexus,RX
921,19,Petrol,5,67519,1,Automatic,17,1198,1198,1085,9612,Tata,Nexon
922,20,Petrol,5,80778,1,Automatic,15.6,1497,1497,1163,6075,Honda,City
923,19,Petrol,4,18019,1,Automatic,10.63,2979,2979,410,95850,BMW,M2
924,18,Petrol,5,39337,1,Manual,18.9,1197,1197,8186,7344.000000000001,Hyundai,Grand
925,18,Diesel,5,52195,1,Automatic,16.38,1995,1995,18246,21465,Hyundai,Tucson
926,16,Petrol,5,63334,1,Manual,21.4,1197,1197,831,6939,Maruti,Baleno
927,17,Petrol,4,19821,2,Automatic,16.47,1998,1998,231,41850,Mini,3
928,15,Petrol,5,47224,1,Automatic,12,1991,1991,18103,32264.999999999996,Mercedes-Benz,E-Class
929,19,Petrol,5,25336,2,Automatic,20.04,1462,1462,10325,10989,Maruti,Ciaz
930,20,Diesel,5,11399,1,Automatic,13.5,2925,2925,28161,130950,Mercedes-Benz,S-Class
931,21,Diesel,7,28583,1,Automatic,2925,3.26E+12,3.26E+12,700,1431,Mercedes-Benz,GLS
932,19,Diesel,5,37102,1,Manual,25.1,1248,1248,885,10530,Maruti,SX4
933,20,Petrol,5,24854,1,Automatic,17.4,1497,1497,1176,14782.499999999998,Honda,City
934,15,Diesel,5,47224,1,Automatic,2987,1652243800,1652243800,510,26986.499999999996,Mercedes-Benz,M-Class
935,22,Petrol,7,4970,1,Automatic,11.21,2995,2995,33525,117450,Audi,Q7
936,19,Petrol,5,42008,1,Manual,17.5,1199,1199,887,9207,Honda,WR-V
937,16,Diesel,5,44822,2,Automatic,15.73,1968,1968,17433,21262.5,Audi,Q3
938,15,Petrol,5,60060,1,Manual,18.6,1197,1197,8183,6884.999999999999,Hyundai,i20
939,17,Petrol,5,18019,1,Automatic,17.84,1395,1395,14751,36787.5,Audi,A4
940,17,Diesel,7,47224,2,Automatic,14.75,2967,2967,245,60750,Audi,Q7
941,17,Petrol,5,16621,1,Automatic,19.12,1373,1373,911,11636.999999999998,Maruti,Ciaz
942,18,Diesel,5,8699,1,Automatic,19.33,1999,1999,177,47925,Jaguar,XF
943,18,Petrol,5,26901,1,Manual,19.49,1198,1198,6704,5562,Nissan,Micra
944,17,Petrol,5,63868,1,Manual,17,1497,1497,1186600,8032.5,Honda,City
945,15,Petrol,5,61361,1,Manual,19.49,1198,1198,6704,4023,Nissan,Micra
946,17,Diesel,5,32932,1,Automatic,12.8,2998,2998,2396,47115,Jeep,Grand
947,17,Diesel,5,34036,2,Automatic,22.69,1995,1995,190,25514.999999999996,BMW,3
948,18,Diesel,5,37201,1,Manual,28.09,1248,1248,885,9814.5,Maruti,Ciaz
949,13,Petrol,5,31068,2,Manual,18.9,1197,1197,8186,5332.5,Hyundai,Grand
950,21,Diesel,5,23612,1,Automatic,8.13,2925,2925,28161,3307.5000000000005,Mercedes-Benz,G
951,14,Petrol,5,49914,1,Manual,1197,8580,8580,114,3955.5,Maruti,Ritz
952,15,Petrol,5,58408,1,Manual,16.8,1497,1497,1163,8437.5,Honda,City
953,18,Diesel,7,23487,1,Automatic,12.83,1999,1999,14831,51165,Land,Rover
954,22,Petrol,7,4970,1,Automatic,11.21,2995,2995,33525,117450,Audi,Q7
955,19,Petrol,5,42008,1,Manual,17.5,1199,1199,887,9207,Honda,WR-V
956,16,Diesel,5,44822,2,Automatic,15.73,1968,1968,17433,21262.5,Audi,Q3
957,15,Petrol,5,60060,1,Manual,18.6,1197,1197,8183,6884.999999999999,Hyundai,i20
958,17,Petrol,5,18019,1,Automatic,17.84,1395,1395,14751,36787.5,Audi,A4
959,17,Diesel,7,47224,2,Automatic,14.75,2967,2967,245,60750,Audi,Q7
960,17,Petrol,5,16621,1,Automatic,19.12,1373,1373,911,11636.999999999998,Maruti,Ciaz
961,18,Diesel,5,8699,1,Automatic,19.33,1999,1999,177,47925,Jaguar,XF
962,18,Petrol,5,26901,1,Manual,19.49,1198,1198,6704,5562,Nissan,Micra
963,17,Petrol,5,63868,1,Manual,17,1497,1497,1186600,8032.5,Honda,City
964,15,Petrol,5,61361,1,Manual,19.49,1198,1198,6704,4023,Nissan,Micra
965,17,Diesel,5,32932,1,Automatic,12.8,2998,2998,2396,47115,Jeep,Grand
966,17,Diesel,5,34036,2,Automatic,22.69,1995,1995,190,25514.999999999996,BMW,3
967,18,Diesel,5,37201,1,Manual,28.09,1248,1248,885,9814.5,Maruti,Ciaz
968,13,Petrol,5,31068,2,Manual,18.9,1197,1197,8186,5332.5,Hyundai,Grand
969,21,Diesel,5,23612,1,Automatic,8.13,2925,2925,28161,3307.5000000000005,Mercedes-Benz,G
970,14,Petrol,5,49914,1,Manual,1197,8580,8580,114,3955.5,Maruti,Ritz
971,15,Petrol,5,58408,1,Manual,16.8,1497,1497,1163,8437.5,Honda,City
972,18,Diesel,7,23487,1,Automatic,12.83,1999,1999,14831,51165,Land,Rover
973,19,Diesel,7,15534,1,Automatic,14.75,2967,2967,245,88425,Audi,Q7
974,19,Diesel,5,18202,1,Manual,16.35,1956,1956,16767,18427.5,Tata,Harrier
975,23,Petrol,5,4225,1,Automatic,16.8,1497,1497,11342,22882.5,Kia,Seltos
976,21,Petrol,5,10468,1,Manual,20.4,1194,1194,9493,8019.000000000001,Ford,Figo
977,17,Diesel,5,43495,3,Automatic,17.9,2143,2143,1341,23625,Mercedes-Benz,CLA
978,22,Petrol,5,15844,1,Automatic,13.47,1984,1984,24559,75330,Audi,Q5
979,18,Diesel,5,40926,1,Automatic,19.6,1461,1461,10845,10786.5,Renault,Duster
980,21,Petrol,5,621,1,Automatic,14.11,1984,1984,2413,75465,Audi,A6
981,18,Diesel,5,37282,2,Automatic,14.7,1984,1984,181,51300,Volvo,XC60
982,21,Diesel,5,33554,1,Manual,21.19,1497,1497,10849,13486.5,Tata,Nexon
983,22,Petrol,5,3417,1,Automatic,13.02,2998,2998,36878,97200,BMW,3
984,21,Petrol,5,12965,2,Automatic,17.1,1199,1199,8850,10989,Honda,Jazz
985,23,Petrol,5,3106,1,Automatic,22.94,1197,1197,8850,13297.5,Maruti,Baleno
986,10,Petrol,5,81003,1,Manual,18.6,1197,1197,858,1755,Maruti,Swift
987,18,Diesel,7,45942,1,Manual,17.3,1497,1497,121,12136.5,Mahindra,Marazzo
988,17,Diesel,5,24854,1,Manual,1396,887,887,2197,10786.5,Hyundai,Creta
989,20,Diesel,5,9320,2,Automatic,1950,24138,24138,500,100575,Mercedes-Benz,GLE
990,18,Petrol,5,26106,1,Manual,19.49,1198,1198,6704,5737.5,Nissan,Micra
991,21,Petrol,5,21126,1,Automatic,13.96,1451,1451,141,22139.999999999996,MG,Hector
992,18,Diesel,5,45360,1,Automatic,24.3,1248,1248,885,9450,Maruti,Vitara
993,19,Diesel,5,37183,1,Manual,25.1,1248,1248,885,11799,Maruti,SX4
994,21,Petrol,5,22990,1,Automatic,16.8,1497,1497,11342,20587.5,Kia,Seltos
995,12,Petrol,5,50920,1,Manual,17.71,1197,1197,789,3942,Toyota,Etios
996,17,Petrol,5,31068,1,Manual,1197,789,789,1117,5737.5,Hyundai,i10
997,20,Petrol,5,31068,2,Manual,814,552,552,745,2362.5,Hyundai,EON
998,21,Petrol,5,21604,1,Automatic,18.3,1498,1498,11935,17658,Honda,City
999,15,Petrol,5,49495,1,Manual,1197,8180,8180,113,4185,Maruti,Swift
1000,19,Diesel,5,34175,1,Automatic,12.6,1950,1950,194,46912.5,Mercedes-Benz,C-Class
1001,17,Petrol,5,52387,1,Manual,18.6,1197,1197,8183,7614,Hyundai,i20
1002,18,Petrol,5,14291,1,Manual,18.9,1197,1197,8186,6952.500000000001,Hyundai,Grand
1003,16,Petrol,5,49313,1,Manual,19.49,1198,1198,6704,4617,Nissan,Micra
1004,19,Diesel,5,11184,2,Automatic,16.55,1995,1995,18774,66825,BMW,X4
1005,13,Petrol,5,63697,1,Manual,1197,8580,8580,114,3361.5000000000005,Maruti,Ritz
1006,18,CNG,7,43495,1,Manual,26.08,1462,1462,9119,10327.5,Maruti,Ertiga
1007,17,Diesel,7,49709,2,Automatic,11,2987,2987,258,65475,Mercedes-Benz,GLS
1008,15,Petrol,5,65521,1,Manual,18.9,1197,1197,82,5062.5,Hyundai,Grand
1009,15,Petrol,5,33554,1,Manual,21.4,1197,1197,831,5737.5,Maruti,Baleno
1010,13,Petrol,5,47140,1,Manual,1086,6805,6805,9904,3577.5,Hyundai,i10
1011,20,Petrol,5,40196,1,Manual,16.8,1497,1497,11343,13500,Kia,Seltos
1012,22,Petrol,5,3170,1,Manual,1197,8180,8180,1138,14647.5,Hyundai,Venue
1013,15,CNG,4,32311,2,Manual,624,3748,3748,51,2025,Tata,Nano
1014,18,Petrol,6,11623,1,Manual,1198,82,82,115,5724,Mahindra,KUV
1015,17,Petrol,5,27145,1,Manual,19.1,1197,1197,82,7020,Hyundai,Xcent
1016,19,Petrol,5,31689,1,Automatic,18.15,998,998,11835,13162.5,Hyundai,Venue
1017,12,Petrol,5,37753,2,Manual,16.8,1497,1497,1163,5940.000000000001,Honda,City
1018,22,Diesel,5,26097,1,Manual,23.7,1396,1396,887,14175,Hyundai,Venue
1019,16,Diesel,5,26259,1,Manual,24.3,1248,1248,885,11947.5,Maruti,Vitara
1020,15,Petrol,5,46912,1,Manual,1197,82,82,114,6155.999999999999,Hyundai,Grand
1021,20,Diesel,5,74564,3,Manual,22.7,1582,1582,12624,5386.5,Hyundai,Elantra
1022,15,Petrol,5,54127,2,Manual,1197,82,82,114,6196.5,Hyundai,Grand
1023,19,Diesel,7,42874,1,Manual,18.49,1493,1493,100,11475,Mahindra,TUV
1024,17,Diesel,5,67729,1,Automatic,22,1498,1498,108495,8437.5,Volkswagen,Ameo
1025,18,Diesel,5,55924,1,Automatic,18.23,1582,1582,1262,14512.5,Hyundai,Elantra
1026,22,Petrol,5,8077,1,Automatic,18.89,1498,1498,14751,22275,Skoda,Kushaq
1027,11,Diesel,5,37282,2,Manual,22.07,1199,1199,739,3240,Volkswagen,Polo
1028,10,Petrol,5,46602,1,Manual,1495,94,94,125,2565,Hyundai,Accent
1029,19,Petrol,6,47224,1,Automatic,17.99,1462,1462,1032,12487.5,Maruti,XL6
1030,14,Diesel,7,50952,1,Manual,20.77,1248,1248,8876,8775,Maruti,Ertiga
1031,16,Diesel,5,26259,1,Manual,24.3,1248,1248,885,11947.5,Maruti,Vitara
1032,15,Petrol,5,54127,2,Manual,1197,82,82,114,6196.5,Hyundai,Grand
1033,14,Diesel,7,50952,1,Manual,20.77,1248,1248,8876,8775,Maruti,Ertiga
1034,16,Petrol,5,29239,1,Manual,814,552,552,745,4279.5,Hyundai,EON
1035,19,Petrol,5,76872,1,Manual,17,1591,1591,1213,10395,Hyundai,Verna
1036,20,Petrol,5,37282,1,Automatic,1199,84,84,114,6412.5,Tata,Tigor
1037,21,Petrol,5,22693,1,Manual,19.01,1199,1199,8482,7344.000000000001,Tata,Tiago
1038,16,Petrol,5,39146,1,Manual,16.09,1598,1598,1032,7830,Volkswagen,Vento
1039,18,Petrol,5,14468,1,Manual,17.74,999,999,7510,7735.500000000001,Volkswagen,Polo
1040,21,Petrol,5,9069,2,Manual,20.7,1197,1197,8186,8653.5,Hyundai,Grand
1041,13,Diesel,5,30074,1,Automatic,14.84,2143,2143,170,16200,Mercedes-Benz,C-Class
1042,21,Petrol,5,21360,1,Manual,21.01,1197,1197,8180,10219.5,Maruti,Baleno
1043,11,Diesel,5,78914,3,Automatic,11.74,2987,2987,2548,14850,Mercedes-Benz,M-Class
1044,18,Diesel,5,43495,1,Automatic,16.1,1950,1950,1917,53932.50000000001,Mercedes-Benz,E-Class
1045,20,Diesel,5,55923,2,Automatic,16.09,1995,1995,184,16200,BMW,X3
1046,17,Diesel,5,40389,1,Manual,21.7,1498,1498,9896,9787.5,Ford,Ecosport
1047,20,Diesel,5,49709,1,Manual,17.1,1956,1956,17063,22275,Jeep,Compass
1048,14,Diesel,7,55302,1,Manual,24.2,1498,1498,986,7425,Honda,Mobilio
1049,18,Diesel,5,55923,1,Manual,21.7,1498,1498,9896,10462.5,Ford,Ecosport
1050,17,Diesel,5,67729,1,Automatic,22.15,1498,1498,1086,9787.5,Volkswagen,Vento
1051,21,Diesel,5,41198,1,Automatic,19.7,1497,1497,11505,15174,Mahindra,XUV300
1052,12,Petrol,5,49241,1,Manual,22.41,1197,1197,8850,5534.999999999999,Maruti,Swift
1053,17,Petrol,5,28583,1,Automatic,13.79,1998,1998,192,44550,Mini,Cooper
1054,18,Diesel,5,50984,1,Manual,27.39,1248,1248,74,8194.5,Maruti,Baleno
1055,21,Petrol,5,19669,1,Manual,22.38,1197,1197,8850,10462.5,Maruti,Swift
1056,17,Petrol,5,9941,1,Manual,18.9,1197,1197,8186,7762.5,Hyundai,Grand
1057,19,Diesel,5,37260,1,Manual,25.5,1498,1498,986,10273.5,Honda,WR-V
1058,17,Petrol,5,64131,1,Manual,21.4,1197,1197,831,6776.999999999999,Maruti,Baleno
1059,17,Petrol,5,18328,1,Manual,21.4,1197,1197,831,7546.5,Maruti,Baleno
1060,12,Petrol,5,31689,1,Manual,1197,789,789,1117,3915,Hyundai,i10
1061,20,Petrol,5,14197,1,Automatic,20.7,1197,1197,8186,9220.5,Hyundai,Grand
1062,18,Diesel,5,41010,1,Manual,22.54,1396,1396,8873,7762.5,Hyundai,i20
1063,19,Diesel,5,26718,1,Automatic,20.68,1995,1995,190,39825,BMW,X1
1064,19,Diesel,5,42253,1,Manual,24.3,1248,1248,885,10125,Maruti,Vitara
1065,18,Diesel,5,37903,1,Automatic,17.9,2143,2143,170,50625,Mercedes-Benz,GLC
1066,18,Petrol,5,21747,1,Manual,20.65,1462,1462,10325,9180,Maruti,Ciaz
1067,19,Petrol,5,29204,1,Automatic,19.56,1197,1197,8180,9112.5,Maruti,Baleno
1068,19,Diesel,5,33554,1,Manual,24.3,1248,1248,885,11812.5,Maruti,Vitara
1069,16,Petrol,5,44738,1,Automatic,18,1497,1497,1173,8302.5,Honda,City
1070,17,Petrol,5,38549,1,Manual,796,4733,4733,69,4077,Maruti,Alto
1071,20,Petrol,5,14557,1,Manual,21.01,1197,1197,8180,9639,Maruti,Baleno
1072,17,Diesel,5,32932,1,Manual,25.1,1248,1248,885,10732.5,Maruti,SX4
1073,12,Petrol,5,29779,1,Manual,16.8,1497,1497,1163,6115.5,Honda,City
1074,15,Petrol,5,36667,1,Manual,1197,82,82,114,5751,Hyundai,Grand
1075,19,Diesel,7,75360,1,Automatic,12.35,2157,2157,17849,23638.500000000004,Mahindra,Alturas
1076,19,Petrol,5,39294,1,Manual,18.9,1197,1197,8186,6952.500000000001,Hyundai,Grand
1077,14,Petrol,5,31923,1,Automatic,18,1497,1497,1173,8100,Honda,City
1078,13,Petrol,5,31811,1,Manual,1086,6805,6805,9904,4306.5,Hyundai,i10
1079,18,Petrol,5,22305,2,Automatic,18.9,1197,1197,8186,7330.5,Hyundai,Grand
1080,18,Diesel,5,24854,2,Automatic,22.48,1995,1995,18774,46575,BMW,5
1081,18,Petrol,5,12350,1,Manual,20.89,1197,1197,8180,6642,Maruti,Ignis
1082,12,Diesel,5,42253,1,Manual,22.9,1248,1248,74,5534.999999999999,Maruti,Swift
1083,16,Petrol,5,25135,1,Manual,18.6,1199,1199,8876,7087.5,Honda,Amaze
1084,14,Petrol,5,37282,2,Manual,17.4,1497,1497,1173,7492.5,Honda,City
1085,13,Diesel,5,42874,1,Automatic,17.68,1968,1968,17433,19575,Audi,A6
1086,18,Petrol,5,60894,1,Manual,21.01,1197,1197,8180,8100,Maruti,Baleno
1087,20,Petrol,5,490883,1,Automatic,18.15,998,998,11835,13162.5,Hyundai,Venue
1088,19,Petrol,5,34175,1,Automatic,18.2,1199,1199,887,10125,Honda,Jazz
1089,15,Diesel,5,64622,1,Manual,23.59,1364,1364,6705,7087.5,Toyota,Etios
1090,19,Petrol,5,35820,1,Manual,24.7,796,796,473,4752,Maruti,Alto
1091,17,Petrol,5,47301,2,Manual,18.9,1197,1197,8186,5940.000000000001,Hyundai,Grand
1092,17,Diesel,5,58941,1,Manual,28.4,1248,1248,7402,8180.999999999999,Maruti,Swift
1093,16,Petrol,5,31999,1,Manual,18,1198,1198,867,6696,Honda,Amaze
1094,23,Diesel,7,13960,1,Automatic,2198,18238,18238,450,29700,Mahindra,XUV700
1095,16,Petrol,5,76544,1,Manual,25.24,998,998,6571,4968,Maruti,Celerio
1096,21,Petrol,5,12427,1,Automatic,21.79,998,998,6705,8235,Maruti,Wagon
1097,16,Petrol,5,46392,1,Manual,18.6,1197,1197,8183,7357.5,Hyundai,i20
1098,12,Diesel,5,31079,1,Manual,22.9,1248,1248,74,5670,Maruti,Swift
1099,19,Petrol,5,23612,1,Manual,18.6,1197,1197,8183,7559.999999999999,Hyundai,i20
1100,21,Petrol,5,7438,1,Manual,21.01,1197,1197,8180,10192.5,Maruti,Baleno
1101,20,Diesel,5,49709,3,Manual,20.3,1248,1248,75,1350,Fiat,Punto
1102,14,Petrol,5,39767,1,Manual,18.6,1197,1197,8183,7425,Hyundai,i20
1103,17,Petrol,5,22990,1,Manual,1197,831,831,115,6817.5,Maruti,Baleno
1104,15,Diesel,5,57166,1,Manual,22.54,1396,1396,8873,8032.5,Hyundai,i20
1105,19,Petrol,5,43495,2,Manual,23.95,998,998,6705,4590,Maruti,Alto
1106,21,Petrol,5,51573,1,Manual,17.03,1462,1462,10326,10732.5,Maruti,Vitara
1107,20,Petrol,5,19883,1,Manual,998,6705,6705,90,6884.999999999999,Maruti,Wagon
1108,18,Diesel,5,54680,2,Manual,27.39,1248,1248,74,7965.000000000001,Maruti,Baleno
1109,12,Petrol,5,65793,1,Manual,1197,8850,8850,113,4414.5,Maruti,Swift
1110,17,Diesel,5,58268,1,Manual,25.5,1498,1498,986,9652.5,Honda,WR-V
1111,20,Diesel,5,27340,1,Automatic,12.6,1950,1950,194,53325,Mercedes-Benz,C-Class
1112,16,Petrol,5,54047,1,Manual,1197,82,82,114,5683.5,Hyundai,Grand
1113,20,Petrol,5,30278,1,Manual,21.4,1197,1197,831,8991,Maruti,Baleno
1114,13,Petrol,5,54059,1,Manual,17.01,1591,1591,1213,6277.500000000001,Hyundai,Verna
1115,16,Petrol,5,31438,1,Manual,20.51,998,998,6704,5548.5,Maruti,Wagon
1116,21,Petrol,5,19262,1,Automatic,17.1,1199,1199,8850,11475,Honda,Jazz
1117,15,Petrol,5,64008,1,Manual,1197,82,82,114,5589,Hyundai,Grand
1118,14,Petrol,5,67685,1,Manual,22.38,1197,1197,8850,5184,Maruti,Swift
1119,16,Petrol,7,35418,1,Automatic,15.4,1497,1497,1173,10732.5,Honda,BR-V
1120,18,Petrol,5,35037,1,Manual,18.5,1198,1198,868,5805,Honda,Brio
1121,14,Diesel,5,62758,1,Manual,26,1498,1498,986,7762.5,Honda,City
1122,18,Petrol,5,26097,1,Automatic,16.5,1198,1198,868,7425,Honda,Brio
1123,21,Diesel,5,31068,1,Manual,25,1493,1493,11345,18765,Hyundai,Verna
1124,20,Diesel,5,503310,1,Manual,21.7,1498,1498,9896,12150,Ford,Ecosport
1125,19,Petrol,5,16155,1,Automatic,18.9,1197,1197,8186,8032.5,Hyundai,Grand
1126,14,Diesel,5,57166,1,Automatic,14.84,2143,2143,16762,15862.5,Mercedes-Benz,C-Class
1127,16,Petrol,5,18019,1,Manual,18.5,1198,1198,868,6075,Honda,Brio
1128,17,Petrol,5,42874,1,Manual,20.4,1197,1197,8180,7290.000000000001,Maruti,Swift
1129,22,Petrol,5,32260,1,Manual,1197,8180,8180,113,7290.000000000001,Maruti,Ignis
1130,16,Petrol,5,23333,1,Manual,18.9,1197,1197,82,7182,Hyundai,Grand
1131,19,Petrol,5,52195,1,Manual,17,1198,1198,1085,11744.999999999998,Tata,Nexon
1132,16,Petrol,5,39407,1,Manual,18,1198,1198,867,6898.5,Honda,Amaze
1133,18,Petrol,5,42805,2,Manual,18.9,1197,1197,8186,5926.5,Hyundai,Grand
1134,13,Diesel,5,64781,1,Manual,22.9,1248,1248,74,6075,Maruti,Swift
1135,18,Petrol,5,29749,1,Manual,18.5,1198,1198,868,6372,Honda,Brio
1136,16,Petrol,5,37903,2,Automatic,14.74,1991,1991,18104,37665,Mercedes-Benz,C-Class
1137,16,Diesel,5,51783,1,Manual,27.3,1498,1498,986,6264,Honda,Jazz
1138,16,Petrol,5,38423,1,Manual,19.4,1198,1198,868,5480.999999999999,Honda,Brio
1139,15,Petrol,5,42253,1,Automatic,18.19,1197,1197,1032,7965.000000000001,Volkswagen,Vento
1140,23,Petrol,5,24738,1,Manual,22.35,1197,1197,8850,10624.5,Maruti,Baleno
1141,18,Petrol,5,45981,1,Manual,17.8,1198,1198,867,9315,Honda,Amaze
1142,13,Petrol,5,54059,1,Manual,19.4,1198,1198,868,4725,Honda,Brio
1143,16,Petrol,5,44117,1,Manual,18.6,1197,1197,8183,8910,Hyundai,i20
1144,18,Diesel,5,63379,1,Automatic,17.9,2143,2143,20115,58725,Mercedes-Benz,GLE
1145,20,Petrol,5,68350,3,Automatic,11.3,2360,2360,170,8775,Mitsubishi,Outlander
1146,19,Petrol,5,46602,1,Manual,23.84,1199,1199,84,7695,Tata,Tiago
1147,17,Diesel,5,38525,1,Manual,28.09,1248,1248,885,9585,Maruti,Ciaz
1148,14,Petrol,5,30447,1,Manual,1197,789,789,1117,5940.000000000001,Hyundai,i10
1149,17,Petrol,5,47716,1,Manual,20.73,1373,1373,911,8599.5,Maruti,Ciaz
1150,14,Petrol,5,21403,1,Manual,19.4,1198,1198,868,5724,Honda,Brio
1151,12,Petrol,5,39767,1,Manual,1086,6805,6805,9904,4320,Hyundai,i10
1152,16,Petrol,5,67981,1,Manual,22.41,1197,1197,8850,7020,Maruti,Swift
1153,15,Petrol,5,73412,1,Manual,18.7,1199,1199,887,6223.5,Honda,Jazz
1154,22,Petrol,5,5592,1,Automatic,18.8,1199,1199,8663,11812.5,Tata,Punch
1155,17,Petrol,5,25686,2,Automatic,18.9,1197,1197,8186,7924.5,Hyundai,Grand
1156,22,Petrol,5,13670,2,Automatic,14.82,1998,1998,18908,45225,BMW,2
1157,18,Petrol,5,38902,1,Manual,17.5,1199,1199,887,9733.5,Honda,WR-V
1158,20,Petrol,5,32804,1,Manual,21.01,1197,1197,8180,9139.5,Maruti,Baleno
1159,22,Petrol,5,6213,1,Automatic,15,1991,1991,19444,91125,Mercedes-Benz,E-Class
1160,22,Petrol,7,21042,1,Manual,20,999,999,7101,7911,Renault,Triber
1161,12,Diesel,5,45360,2,Automatic,19.5,1582,1582,12624,5737.5,Hyundai,Elantra
1162,17,Petrol,5,43495,1,Manual,21.01,1197,1197,8180,6412.5,Maruti,Baleno
1163,17,Diesel,7,42100,2,Manual,21.9,1498,1498,986,8302.5,Honda,BR-V
1164,20,Petrol,5,37282,1,Automatic,998,671,671,90,2295,Maruti,Wagon
1165,10,Petrol,5,42874,1,Manual,18.06,1198,1198,75,3375,Nissan,Micra
1166,19,Diesel,7,48466,1,Manual,15.1,2179,2179,15287,13837.5,Mahindra,XUV500
1167,20,Petrol,5,43495,3,Manual,796,463,463,62,1889.9999999999998,Maruti,Alto
1168,17,Diesel,7,51573,1,Manual,24.52,1248,1248,885,10530,Maruti,Ertiga
1169,20,Petrol,5,11046,1,Automatic,20.7,1197,1197,8186,9504,Hyundai,Grand
1170,21,Petrol,5,10252,1,Automatic,20.7,1197,1197,8186,9639,Hyundai,Grand
1171,20,Diesel,5,74564,1,Manual,21.64,1461,1461,848,3037.5,Renault,Scala
1172,16,Petrol,5,20731,1,Manual,18.7,1199,1199,887,6466.5,Honda,Jazz
1173,16,Petrol,5,40254,1,Manual,18.9,1197,1197,82,5751,Hyundai,Grand
1174,14,Petrol,5,36660,1,Automatic,12,1991,1991,184,26864.999999999996,Mercedes-Benz,E-Class
1175,14,Petrol,5,18382,1,Manual,1086,6805,6805,9904,4995,Hyundai,i10
1176,20,Petrol,5,49709,3,Manual,16.95,1498,1498,977,4050,Nissan,Sunny
1177,11,Petrol,5,54194,1,Manual,17,1497,1497,1186600,5035.5,Honda,City
1178,18,Petrol,5,48145,2,Manual,23.84,1199,1199,84,5386.5,Tata,Tiago
1179,18,Petrol,5,37282,1,Automatic,19,1199,1199,887,8437.5,Honda,Jazz
1180,20,Petrol,5,21320,1,Manual,20.09,1199,1199,8482,7519.5,Tata,Tiago
1181,21,Petrol,5,32932,1,Automatic,19,1199,1199,8482,8775,Tata,Tiago
1182,17,Petrol,5,27961,1,Automatic,18.1,1199,1199,887,7762.5,Honda,Amaze
1183,19,Petrol,5,14291,1,Manual,17.8,1198,1198,867,9315,Honda,Amaze
1184,15,Petrol,5,49710,1,Manual,21.21,1197,1197,8180,6615.000000000001,Maruti,Swift
1185,15,Diesel,5,38525,1,Manual,28.4,1248,1248,7402,7425,Maruti,Swift
1186,20,Petrol,5,35418,1,Automatic,14.8,1497,1497,12136,11475,Ford,Ecosport
1187,15,Petrol,5,13048,1,Manual,19.4,1198,1198,868,5265,Honda,Brio
1188,13,Petrol,5,26976,1,Manual,22.38,1197,1197,8850,5508,Maruti,Swift
1189,17,Diesel,5,15168,1,Manual,22.54,1396,1396,8873,10233,Hyundai,i20
1190,21,Diesel,7,27961,1,Automatic,14.11,2199,2199,1972,34965,Kia,Carnival
1191,15,Petrol,5,14925,1,Manual,1197,82,82,114,6480,Hyundai,Grand
1192,18,Petrol,5,43651,2,Manual,21.21,1197,1197,8180,7195.5,Maruti,Swift
